City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
366,linhares,80,BR,1524006972,78,-19.38,-40.06,71.52,10.65
367,shenkursk,0,RU,1524006973,77,62.11,42.91,23.33,5.61
368,campos altos,92,BR,1524006973,58,-19.7,-46.17,69.95,9.86
369,mgandu,56,TZ,1524006974,93,-5.96,34.11,58.74,2.59
370,gonbad-e qabus,0,IR,1524006974,79,37.25,55.17,36.78,5.06
371,pelotas,0,BR,1524001500,77,-31.77,-52.34,68.0,6.93
372,smithers,75,CA,1524006000,39,54.78,-127.17,46.4,6.93
373,yichun,0,CN,1524006975,88,27.8,114.38,60.23,3.6
374,bulgan,0,MN,1524006976,78,48.81,103.53,36.02,2.71
375,mareeba,75,AU,1524006000,83,-16.99,145.42,80.6,11.41
376,russell,0,AR,1524002400,39,-33.01,-68.8,66.2,8.05
377,coquimbo,40,CL,1524002400,87,-29.95,-71.34,59.0,9.17
378,pampierstad,68,ZA,1524006978,99,-27.78,24.69,58.38,4.16
379,lata,0,IN,1524006978,53,30.78,78.62,45.56,3.15
380,lander,75,US,1524005700,69,42.83,-108.73,39.2,12.75
381,gallup,1,US,1524005580,9,35.53,-108.74,59.0,21.92
382,kununurra,0,AU,1524006000,64,-15.77,128.74,75.2,9.19
383,razole,32,IN,1524006979,99,16.48,81.84,84.62,13.67
384,waipawa,76,NZ,1524006980,69,-39.94,176.59,56.4,14.0
385,sinegorye,64,RU,1524006980,84,62.09,150.53,16.89,2.82
386,lebu,75,ET,1524002400,82,8.96,38.73,59.0,2.24
387,durham,0,GB,1524005400,76,54.78,-1.58,55.4,6.93
388,cullera,0,ES,1524006000,67,39.16,-0.25,59.0,4.7
389,richards bay,76,ZA,1524006985,74,-28.77,32.06,69.54,11.21
390,bereda,0,ES,1524006000,82,43.27,-7.54,55.4,8.05
391,kilindoni,76,TZ,1524006985,100,-7.91,39.67,79.85,10.09
392,santiago,20,CL,1524006000,43,-33.44,-70.65,75.2,8.05
393,terenos,40,BR,1524002400,73,-20.44,-54.87,75.2,11.41
394,kloulklubed,90,PW,1524001920,94,7.04,134.26,80.6,9.42
395,wagar,0,US,1524006987,31,31.44,-87.99,73.59,7.85
396,milos,0,GR,1524005400,87,36.75,24.43,57.2,4.7
397,emmett,20,US,1524004500,20,43.87,-116.5,55.4,6.93
398,nome,1,US,1524005700,53,30.04,-94.42,78.8,14.99
399,ostrovnoy,24,RU,1524006773,89,68.05,39.51,28.05,11.77
400,sioux lookout,75,CA,1524006000,22,50.1,-91.92,46.4,4.7
401,nagato,75,JP,1524002580,93,34.35,131.14,53.6,5.82
402,staryy nadym,20,RU,1524006990,74,65.61,72.68,-2.78,10.65
403,balsas,100,BR,1524006990,34,-7.53,-46.04,87.9,9.64
404,hervey bay,8,AU,1524006991,87,-25.3,152.85,78.23,11.99
405,deputatskiy,76,RU,1524006991,85,69.3,139.9,16.76,6.62
406,bandarbeyla,76,SO,1524006992,100,9.49,50.81,81.42,2.26
407,moron,75,VE,1524002400,74,10.49,-68.2,80.6,2.24
408,mbulu,76,TZ,1524006993,100,-3.86,35.54,60.41,1.81
409,nouakchott,0,MR,1524006993,99,18.08,-15.98,66.08,17.47
410,sao filipe,0,CV,1524006994,100,14.9,-24.5,70.35,15.46
411,kropotkin,0,RU,1524006994,69,45.43,40.58,44.52,2.82
412,hays,1,US,1524002160,25,38.88,-99.33,78.8,24.16
413,kiruna,0,SE,1524005400,72,67.86,20.23,32.0,5.82
414,dolzhanskaya,12,RU,1524006996,87,46.63,37.8,54.2,5.84
415,college,1,US,1524005880,26,64.86,-147.8,44.6,12.75
416,bordighera,40,IT,1524006000,63,43.79,7.66,64.4,8.05
417,ilesha,8,NG,1524006997,87,7.14,5.26,76.92,6.62
418,businga,36,CD,1524006997,73,3.34,20.89,76.97,3.83
419,hay river,90,CA,1524006000,85,60.82,-115.79,24.8,6.93
420,turukhansk,48,RU,1524006998,88,65.8,87.96,1.77,12.55
421,hami,76,CN,1524006998,55,42.84,93.51,53.12,4.61
422,gizo,0,IL,1524005400,59,31.8,34.94,64.4,4.7
423,shingu,20,JP,1524004800,87,33.72,135.99,59.0,10.29
424,piacabucu,92,BR,1524007000,76,-10.41,-36.43,78.41,7.85
425,praxedis guerrero,1,MX,1524005880,6,31.37,-106.02,84.2,23.04
426,lavrentiya,36,RU,1524007000,98,65.58,-170.99,31.97,16.13
427,morehead,1,US,1524001980,27,38.18,-83.43,62.6,12.75
428,batesville,1,US,1524002160,34,35.77,-91.64,82.4,9.17
429,miravci,100,MK,1524007002,98,41.31,22.44,52.89,2.26
430,sindor,0,RU,1524007002,67,62.87,51.9,10.5,6.85
431,wakkanai,8,JP,1524007003,86,45.41,141.67,44.48,24.85
432,zambezi,68,ZM,1524007003,54,-13.55,23.12,69.18,7.29
433,fort-de-france,75,MQ,1524004200,74,14.61,-61.07,80.6,12.75
434,port augusta,80,AU,1524006000,72,-32.49,137.76,62.6,3.36
435,teknaf,8,BD,1524007004,95,20.86,92.31,76.74,2.93
436,bubaque,0,GW,1524006000,73,11.28,-15.83,77.0,10.29
437,wattegama,68,LK,1524007005,96,7.35,80.68,71.79,2.59
438,mahibadhoo,76,MV,1524007005,100,3.78,72.97,85.02,11.43
439,mandurah,90,AU,1524004200,100,-32.55,115.7,62.6,3.36
440,aksarka,24,RU,1524007006,75,66.56,67.8,5.6,15.12
441,tromso,0,NO,1524005400,100,69.65,18.96,32.0,3.36
442,groningen,0,NL,1524005700,93,53.22,6.57,57.2,1.12
443,sargans,0,CH,1524005400,81,47.05,9.44,51.8,2.24
444,kaseda,20,JP,1524002400,100,31.42,130.32,50.0,2.24
445,esik,90,KZ,1524004200,70,43.36,77.47,48.2,17.9
446,vestmanna,48,FO,1524005400,87,62.16,-7.17,48.2,13.87
447,yangmei,75,TW,1524004200,82,24.91,121.15,64.4,8.05
448,norwich,0,GB,1524005760,76,52.63,1.29,59.0,12.75
449,ust-tsilma,64,RU,1524007010,73,65.44,52.15,19.1,6.96
450,bever,0,CH,1524005700,86,46.55,9.89,44.6,1.12
451,saint anthony,75,US,1524002160,28,43.97,-111.68,48.2,13.87
452,buriti,80,BR,1524007011,96,-5.62,-47.56,73.37,2.26
453,khandyga,64,RU,1524007012,58,62.65,135.58,32.82,4.83
454,sola,75,NO,1524005400,93,58.89,5.65,46.4,13.87
455,batagay-alyta,88,RU,1524007013,92,67.8,130.41,22.74,4.38
